ji,siann,un,tiau,pheng
"堰","英","堅","上上","ian2"
"鰋","英","堅","上上","ian2"
"鶠","英","堅","上上","ian2"
"衍","英","堅","上上","ian2"
"演","英","堅","上上","ian2"
"兖","英","堅","上上","ian2"
"𠻤","英","堅","上上","ian2"
"琰","英","堅","上上","ian2"
"免","文","堅","上上","bian2"
"丏","文","堅","上上","bian2"
"沔","文","堅","上上","bian2"
"俛","文","堅","上上","bian2"
"勉","文","堅","上上","bian2"
"娩","文","堅","上上","bian2"
"鮸","文","堅","上上","bian2"
"冕","文","堅","上上","bian2"
"湎","文","堅","上上","bian2"
"緬","文","堅","上上","bian2"
"硏","語","堅","上上","gian2"
"齴","語","堅","上上","gian2"
"訮","語","堅","上上","gian2"
"研","語","堅","上上","gian2"
"淺","出","堅","上上","tshian2"
"幝","出","堅","上上","tshian2"
"闡","出","堅","上上","tshian2"
"𢱟","出","堅","上上","tshian2"
"盞","出","堅","上上","tshian2"
"棧","出","堅","上上","tshian2"
"殫","出","堅","上上","tshian2"
"顯","喜","堅","上上","hian2"
"顕","喜","堅","上上","hian2"
"咺","喜","堅","上上","hian2"
"睍","喜","堅","上上","hian2"
"蜆","喜","堅","上上","hian2"
"俔","喜","堅","上上","hian2"
"峴","喜","堅","上上","hian2"
"粯","喜","堅","上上","hian2"
"臔","喜","堅","上上","hian2"
"誢","喜","堅","上上","hian2"
"徧","邊","堅","上去","pian3"
"遍","邊","堅","上去","pian3"
"窆","邊","堅","上去","pian3"
"變","邊","堅","上去","pian3"
"見","求","堅","上去","kian3"
"建","求","堅","上去","kian3"
"俔","氣","堅","上去","khian3"
"𠋵","氣","堅","上去","khian3"
"牽","氣","堅","上去","khian3"
"譴","氣","堅","上去","khian3"
"摼","氣","堅","上去","khian3"
"𣢥","地","堅","上去","tian3"
"片","頗","堅","上去","phian3"
"騙","頗","堅","上去","phian3"
"瑱","他","堅","上去","thian3"
"戰","曾","堅","上去","tsian3"
"濺","曾","堅","上去","tsian3"
"洊","曾","堅","上去","tsian3"
"箭","曾","堅","上去","tsian3"
"荐","曾","堅","上去","tsian3"
"顫","曾","堅","上去","tsian3"
"薦","曾","堅","上去","tsian3"
"𧂁","曾","堅","上去","tsian3"
"籛","曾","堅","上去","tsian3"
"扇","時","堅","上去","sian3"
"煽","時","堅","上去","sian3"
"搧","時","堅","上去","sian3"
"先","時","堅","上去","sian3"
"騸","時","堅","上去","sian3"
"綫","時","堅","上去","sian3"
"線","時","堅","上去","sian3"
"傓","時","堅","上去","sian3"
"燕","英","堅","上去","ian3"
"傿","英","堅","上去","ian3"
"嬿","英","堅","上去","ian3"
"嚥","英","堅","上去","ian3"
"咽","英","堅","上去","ian3"
"宴","英","堅","上去","ian3"
"讌","英","堅","上去","ian3"
"䞁","英","堅","上去","ian3"
"倩","出","堅","上去","tshian3"
"𠋷","出","堅","上去","tshian3"
"蒨","出","堅","上去","tshian3"
"茜","出","堅","上去","tshian3"
"刋","出","堅","上去","tshian3"
"𦆀","出","堅","上去","tshian3"
"𦅗","出","堅","上去","tshian3"
"献","喜","堅","上去","hian3"
"獻","喜","堅","上去","hian3"
"巘","喜","堅","上去","hian3"
"甗","喜","堅","上去","hian3"
"楥","喜","堅","上去","hian3"
"楦","喜","堅","上去","hian3"
"絢","喜","堅","上去","hian3"
"憲","喜","堅","上去","hian3"
"讞","喜","堅","上去","hian3"
"別","邊","堅","上入","piat4"
"鼈","邊","堅","上入","piat4"
"鱉","邊","堅","上入","piat4"
"瞥","邊","堅","上入","piat4"
"𧢍","邊","堅","上入","piat4"
"結","求","堅","上入","kiat4"
"潔","求","堅","上入","kiat4"
"偈","求","堅","上入","kiat4"
"揭","求","堅","上入","kiat4"
"羯","求","堅","上入","kiat4"
"袺","求","堅","上入","kiat4"
"㓗","求","堅","上入","kiat4"
"䥛","求","堅","上入","kiat4"
"㮮","求","堅","上入","kiat4"
"桔","求","堅","上入","kiat4"
"拮","氣","堅","上入","khiat4"
"丩","氣","堅","上入","khiat4"
"詰","氣","堅","上入","khiat4"
"㓤","氣","堅","上入","khiat4"
"契","氣","堅","上入","khiat4"
"鴶","氣","堅","上入","khiat4"
"頡","氣","堅","上入","khiat4"
"襭","氣","堅","上入","khiat4"
"纈","氣","堅","上入","khiat4"
"挈","氣","堅","上入","khiat4"
"恝","氣","堅","上入","khiat4"
"孑","氣","堅","上入","khiat4"
"訐","氣","堅","上入","khiat4"
"朅","氣","堅","上入","khiat4"
"擷","氣","堅","上入","khiat4"
"哲","地","堅","上入","tiat4"
"喆","地","堅","上入","tiat4"
"嚞","地","堅","上入","tiat4"
"丿","頗","堅","上入","phiat4"
"撆","頗","堅","上入","phiat4"
"撇","頗","堅","上入","phiat4"
"瞥","頗","堅","上入","phiat4"
"蹩","頗","堅","上入","phiat4"
"騙","頗","堅","上入","phiat4"
"鐵","他","堅","上入","thiat4"
"銕","他","堅","上入","thiat4"
"鉄","他","堅","上入","thiat4"
"僣","他","堅","上入","thiat4"
"撤","他","堅","上入","thiat4"
"徹","他","堅","上入","thiat4"
"澈","他","堅","上入","thiat4"
"餮","他","堅","上入","thiat4"
"驖","他","堅","上入","thiat4"
"折","曾","堅","上入","tsiat4"
"㑜","曾","堅","上入","tsiat4"
"晢","曾","堅","上入","tsiat4"
"蜇","曾","堅","上入","tsiat4"
"踅","曾","堅","上入","tsiat4"
"櫛","曾","堅","上入","tsiat4"
"晰","曾","堅","上入","tsiat4"
"浙","曾","堅","上入","tsiat4"
"淛","曾","堅","上入","tsiat4"
"卩","曾","堅","上入","tsiat4"
"已","曾","堅","上入","tsiat4"
"節","曾","堅","上入","tsiat4"
"伳","時","堅","上入","siat4"
"偰","時","堅","上入","siat4"
"僁","時","堅","上入","siat4"
"𠋱","時","堅","上入","siat4"
"契","時","堅","上入","siat4"
"卨","時","堅","上入","siat4"
"泄","時","堅","上入","siat4"
"絏","時","堅","上入","siat4"
"洩","時","堅","上入","siat4"
"燮","時","堅","上入","siat4"
"爕","時","堅","上入","siat4"
"𡄕","時","堅","上入","siat4"
"紲","時","堅","上入","siat4"
"屧","時","堅","上入","siat4"
"爇","時","堅","上入","siat4"
"焫","時","堅","上入","siat4"
"薛","時","堅","上入","siat4"
"設","時","堅","上入","siat4"
"媟","時","堅","上入","siat4"
"褻","時","堅","上入","siat4"
"𤵺","時","堅","上入","siat4"
"疶","時","堅","上入","siat4"
"蔎","時","堅","上入","siat4"
"咽","英","堅","上入","iat4"
"噎","英","堅","上入","iat4"
"謁","英","堅","上入","iat4"
"蠍","英","堅","上入","iat4"
"蠮","英","堅","上入","iat4"
"齧","語","堅","上入","giat4"
"切","出","堅","上入","tshiat4"
"血","喜","堅","上入","hiat4"
"㐖","喜","堅","上入","hiat4"
"猲","喜","堅","上入","hiat4"
"㔢","喜","堅","上入","hiat4"
"歇","喜","堅","上入","hiat4"
"年","柳","堅","下平","lian5"
"秊","柳","堅","下平","lian5"
"蓮","柳","堅","下平","lian5"
"鰱","柳","堅","下平","lian5"
"連","柳","堅","下平","lian5"
"漣","柳","堅","下平","lian5"
"嗹","柳","堅","下平","lian5"
"胼","邊","堅","下平","pian5"
"駢","邊","堅","下平","pian5"
"緶","邊","堅","下平","pian5"
"平","邊","堅","下平","pian5"
"骿","邊","堅","下平","pian5"
"乾","氣","堅","下平","khian5"
"乹","氣","堅","下平","khian5"
"虔","氣","堅","下平","khian5"
"田","地","堅","下平","tian5"
"佃","地","堅","下平","tian5"
"鈿","地","堅","下平","tian5"
"畋","地","堅","下平","tian5"
"廛","地","堅","下平","tian5"
"㙻","地","堅","下平","tian5"
"躔","地","堅","下平","tian5"
"纏","地","堅","下平","tian5"
"𢇶","地","堅","下平","tian5"
"填","他","堅","下平","thian5"
"嗔","他","堅","下平","thian5"
"闐","他","堅","下平","thian5"
"謄","他","堅","下平","thian5"
"瘨","他","堅","下平","thian5"
"前","曾","堅","下平","tsian5"
"歬","曾","堅","下平","tsian5"
"𦮯","曾","堅","下平","tsian5"
"錢","曾","堅","下平","tsian5"
"媊","曾","堅","下平","tsian5"
"然","入","堅","下平","jian5"
"燃","入","堅","下平","jian5"
"肰","入","堅","下平","jian5"
"蹨","入","堅","下平","jian5"
"禪","時","堅","下平","sian5"
"單","時","堅","下平","sian5"
"嬋","時","堅","下平","sian5"
"蟬","時","堅","下平","sian5"
"儃","時","堅","下平","sian5"
"延","英","堅","下平","ian5"
"筵","英","堅","下平","ian5"
"涎","英","堅","下平","ian5"
"沿","英","堅","下平","ian5"
"梴","英","堅","下平","ian5"
"鉛","英","堅","下平","ian5"
"緣","英","堅","下平","ian5"
"椽","英","堅","下平","ian5"
"𦢨","英","堅","下平","ian5"
"唌","英","堅","下平","ian5"
"棉","文","堅","下平","bian5"
"綿","文","堅","下平","bian5"
"緜","文","堅","下平","bian5"
"眠","文","堅","下平","bian5"
"聯","文","堅","下平","bian5"
"宀","文","堅","下平","bian5"
"櫋","文","堅","下平","bian5"
"緡","文","堅","下平","bian5"
"妍","語","堅","下平","gian5"
"岍","語","堅","下平","gian5"
"汧","語","堅","下平","gian5"
"研","語","堅","下平","gian5"
"諓","出","堅","下平","tshian5"
"伭","喜","堅","下平","hian5"
"玄","喜","堅","下平","hian5"
"泫","喜","堅","下平","hian5"
"炫","喜","堅","下平","hian5"
"弦","喜","堅","下平","hian5"
"蚿","喜","堅","下平","hian5"
"舷","喜","堅","下平","hian5"
"眩","喜","堅","下平","hian5"
"絃","喜","堅","下平","hian5"
"鉉","喜","堅","下平","hian5"
"衒","喜","堅","下平","hian5"
"懸","喜","堅","下平","hian5"
"縣","喜","堅","下平","hian5"
"賢","喜","堅","下平","hian5"
"贒","喜","堅","下平","hian5"
"贤","喜","堅","下平","hian5"
"練","柳","堅","下去","lian7"
"僆","柳","堅","下去","lian7"
"揀","柳","堅","下去","lian7"
"楝","柳","堅","下去","lian7"
"鍊","柳","堅","下去","lian7"
"煉","柳","堅","下去","lian7"
"便","邊","堅","下去","pian7"
"𠊳","邊","堅","下去","pian7"
"卞","邊","堅","下去","pian7"
"汴","邊","堅","下去","pian7"
"汳","邊","堅","下去","pian7"
"采","邊","堅","下去","pian7"
"辦","邊","堅","下去","pian7"
"辧","邊","堅","下去","pian7"
"辯","邊","堅","下去","pian7"
"𨐱","邊","堅","下去","pian7"
"辮","邊","堅","下去","pian7"
"瓣","邊","堅","下去","pian7"
"忭","邊","堅","下去","pian7"
"辨","邊","堅","下去","pian7"
"緶","邊","堅","下去","pian7"
"健","求","堅","下去","kian7"
"件","求","堅","下去","kian7"
"鍵","求","堅","下去","kian7"
"揵","求","堅","下去","kian7"
"腱","求","堅","下去","kian7"
"殿","地","堅","下去","tian7"
"佃","地","堅","下去","tian7"
"田","地","堅","下去","tian7"
"鈿","地","堅","下去","tian7"
"甸","地","堅","下去","tian7"
"電","地","堅","下去","tian7"
"靛","地","堅","下去","tian7"
"奠","地","堅","下去","tian7"
"賤","曾","堅","下去","tsian7"
"鏇","曾","堅","下去","tsian7"
"善","時","堅","下去","sian7"
"僐","時","堅","下去","sian7"
"墡","時","堅","下去","sian7"
"繕","時","堅","下去","sian7"
"墠","時","堅","下去","sian7"
"單","時","堅","下去","sian7"
"鱓","時","堅","下去","sian7"
"鱔","時","堅","下去","sian7"
"禪","時","堅","下去","sian7"
"嬗","時","堅","下去","sian7"
"擅","時","堅","下去","sian7"
"熯","時","堅","下去","sian7"
"磰","時","堅","下去","sian7"
"燀","時","堅","下去","sian7"
"衍","英","堅","下去","ian7"
"掾","英","堅","下去","ian7"
"緣","英","堅","下去","ian7"
"羨","英","堅","下去","ian7"
"院","英","堅","下去","ian7"
"面","文","堅","下去","bian7"
"靣","文","堅","下去","bian7"
"囬","文","堅","下去","bian7"
"偭","文","堅","下去","bian7"
"麵","文","堅","下去","bian7"
"麪","文","堅","下去","bian7"
"湎","文","堅","下去","bian7"
"𨡞","文","堅","下去","bian7"
"現","喜","堅","下去","hian7"
"莧","喜","堅","下去","hian7"
"見","喜","堅","下去","hian7"
"硯","喜","堅","下去","hian7"
"研","喜","堅","下去","hian7"
"縣","喜","堅","下去","hian7"
"睍","喜","堅","下去","hian7"
"列","柳","堅","下入","liat8"
"冽","柳","堅","下入","liat8"
"洌","柳","堅","下入","liat8"
"烈","柳","堅","下入","liat8"
"裂","柳","堅","下入","liat8"
"捩","柳","堅","下入","liat8"
"別","邊","堅","下入","piat8"
"徶","邊","堅","下入","piat8"
"傑","求","堅","下入","kiat8"
"杰","求","堅","下入","kiat8"
"桀","求","堅","下入","kiat8"
"碣","求","堅","下入","kiat8"
"磔","求","堅","下入","kiat8"
"揭","求","堅","下入","kiat8"
"竭","求","堅","下入","kiat8"
"佚","地","堅","下入","tiat8"
"秩","地","堅","下入","tiat8"
"跌","地","堅","下入","tiat8"
"迭","地","堅","下入","tiat8"
"鉄","地","堅","下入","tiat8"
"紩","地","堅","下入","tiat8"
"軼","地","堅","下入","tiat8"
"瓞","地","堅","下入","tiat8"
"袠","地","堅","下入","tiat8"
"垤","地","堅","下入","tiat8"
"耊","地","堅","下入","tiat8"
"耋","地","堅","下入","tiat8"
"徹","地","堅","下入","tiat8"
"絰","地","堅","下入","tiat8"
"胅","地","堅","下入","tiat8"
"轍","地","堅","下入","tiat8"
"趃","地","堅","下入","tiat8"
"蛈","地","堅","下入","tiat8"
"峌","地","堅","下入","tiat8"
"祑","地","堅","下入","tiat8"
"袟","地","堅","下入","tiat8"
"𦒐","頗","堅","下入","phiat8"
"捷","曾","堅","下入","tsiat8"
"倢","曾","堅","下入","tsiat8"
"婕","曾","堅","下入","tsiat8"
"睫","曾","堅","下入","tsiat8"
"寁","曾","堅","下入","tsiat8"
"箑","曾","堅","下入","tsiat8"
"截","曾","堅","下入","tsiat8"
"蠘","曾","堅","下入","tsiat8"
"嶻","曾","堅","下入","tsiat8"
"誱","曾","堅","下入","tsiat8"
"㨗","曾","堅","下入","tsiat8"
"熱","入","堅","下入","jiat8"
"𤍽","入","堅","下入","jiat8"
"舌","時","堅","下入","siat8"
"鞢","時","堅","下入","siat8"
"㓭","時","堅","下入","siat8"
"搧","英","堅","下入","iat8"
"篾","文","堅","下入","biat8"
"蔑","文","堅","下入","biat8"
"衊","文","堅","下入","biat8"
"滅","文","堅","下入","biat8"
"烕","文","堅","下入","biat8"
"䈼","文","堅","下入","biat8"
"韈","文","堅","下入","biat8"
"襪","文","堅","下入","biat8"
"袜","文","堅","下入","biat8"
"孽","語","堅","下入","giat8"
"臬","語","堅","下入","giat8"
"闑","語","堅","下入","giat8"
"櫱","語","堅","下入","giat8"
"蠥","語","堅","下入","giat8"
"蘖","語","堅","下入","giat8"
"臲","語","堅","下入","giat8"
"鶃","語","堅","下入","giat8"
"鶂","語","堅","下入","giat8"
"跕","出","堅","下入","tshiat8"
"穴","喜","堅","下入","hiat8"
"泬","喜","堅","下入","hiat8"
"絜","喜","堅","下入","hiat8"
"金","求","金","上平","kim1"
"今","求","金","上平","kim1"
"禁","求","金","上平","kim1"
"惍","求","金","上平","kim1"
"欽","氣","金","上平","khim1"
"衾","氣","金","上平","khim1"
"衿","氣","金","上平","khim1"
"紟","氣","金","上平","khim1"
"襟","氣","金","上平","khim1"
"鬽","地","金","上平","tim1"
"琛","他","金","上平","thim1"
"斟","曾","金","上平","tsim1"
"椹","曾","金","上平","tsim1"
"碪","曾","金","上平","tsim1"
"砧","曾","金","上平","tsim1"
"瑊","曾","金","上平","tsim1"
"鍼","曾","金","上平","tsim1"
"針","曾","金","上平","tsim1"
"心","時","金","上平","sim1"
"芯","時","金","上平","sim1"
"陰","英","金","上平","im1"
"侌","英","金","上平","im1"
"音","英","金","上平","im1"
"愔","英","金","上平","im1"
"喑","英","金","上平","im1"
"瘖","英","金","上平","im1"
"深","出","金","上平","tshim1"
"祲","出","金","上平","tshim1"
"僭","出","金","上平","tshim1"
"㑴","出","金","上平","tshim1"
"侵","出","金","上平","tshim1"
"欣","喜","金","上平","him1"
"忻","喜","金","上平","him1"
"訢","喜","金","上平","him1"
"俽","喜","金","上平","him1"
"昕","喜","金","上平","him1"
"歆","喜","金","上平","him1"
"凛","柳","金","上上","lim2"
"懔","柳","金","上上","lim2"
"廪","柳","金","上上","lim2"
"禀","柳","金","上上","lim2"
"㐭","柳","金","上上","lim2"
"𢤭","柳","金","上上","lim2"
"檩","柳","金","上上","lim2"
"錦","求","金","上上","kim2"
"坅","氣","金","上上","khim2"
"𤿳","氣","金","上上","khim2"
"昑","氣","金","上上","khim2"
"凚","氣","金","上上","khim2"
"噤","氣","金","上上","khim2"
"戡","地","金","上上","tim2"
"丼","地","金","上上","tim2"
"㪛","他","金","上上","thim2"
"枕","曾","金","上上","tsim2"
"䪴","曾","金","上上","tsim2"
"䫬","曾","金","上上","tsim2"
